compensation,date,early_access,found_funny,found_helpful,found_unhelpful,hours,page,page_order,product_id,products,recommended,text,user_id,username,,,
,2020-03-05,FALSE,,,,35.6,118,6,292030,54,TRUE,Wonderful game with a beautiful environment. Makes you want to jump in to that world.,7.65612E+16,tssbmbro,,,
,2020-03-05,FALSE,1,,,229.7,118,7,292030,43,TRUE,Best Game Ever,,Pale,,,
,2020-03-05,FALSE,,,,736,118,8,292030,20,TRUE,Story telling and great interactive actions,7.65612E+16,Viking,,,
,2020-03-05,FALSE,,,,27.7,118,9,292030,76,TRUE,good game,7.65612E+16,abumuslim9,,,
,2020-03-05,FALSE,,,,113.8,119,0,292030,5,TRUE,"No doubt the best game ever made. Usually I find games that I love then get bored after about 10 hours of play time, but i can say that after almost 100 hours of playing in about 3 weeks, that I will be regularly playing for years.",7.65612E+16,Tard_Tiger,,,
,2020-03-05,FALSE,,,,72.4,119,1,292030,17,TRUE,The best game ive played since its release.,7.65612E+16,alberthawkins837,,,
,2020-03-05,FALSE,,,,227.9,119,2,292030,92,TRUE,Game of the Decade,,pkt,,,
,2020-03-05,FALSE,,,,118.1,119,3,292030,124,TRUE,As great as everyone say it is.,7.65612E+16,SMASHMAN,,,
Product received for free,2020-03-05,FALSE,,,,15,119,4,292030,28,TRUE,yes,7.65612E+16,epic_gamer,,,
,2020-03-05,FALSE,,,,18.5,119,5,292030,117,TRUE,SPELLS N ♥♥♥♥,,Odyss3y,,,
,2020-03-05,FALSE,,,,27,119,6,292030,13,TRUE,"I have always enjoyed Open-World RPGS, this is one of the best i have played. Would recommend to all who enjoy high fantasy.",7.65612E+16,plasmidninja,,,
,2020-03-05,FALSE,,,,237.8,119,7,292030,9,TRUE,really good game,7.65612E+16,Kim Jiyeon,,,
,2020-03-05,FALSE,,,,45.4,119,8,292030,39,TRUE,"Absolutely incredible. The detail is amazing, and there's always stuff to do no matter how far along the main story you are.",,Sanguiness,,,
,2020-03-05,FALSE,,,,6.2,119,9,292030,55,TRUE,you get to calm a horror baby. 10/10,,moofah,,,
,2020-03-05,FALSE,,,,93,120,0,292030,13,TRUE,Absolute classic,7.65612E+16,flyinginside,,,
,2020-03-05,FALSE,,,,134,120,1,292030,13,TRUE,great,,KrullCaxx,,,
,2020-03-05,FALSE,,,,240,120,2,292030,211,TRUE,Played through and then some! Great experience and the DLC is in a class of it's own; Basically the Witcher 3.5,7.65612E+16,Under: The Dancing Zebra,,,
,2020-03-05,FALSE,,,,130.1,120,3,292030,61,TRUE,ballx,7.65612E+16,Hipster,,,
,2020-03-05,FALSE,,,,69.7,120,4,292030,80,TRUE,damn good,,Sir Periwinkle,,,
,2020-03-05,FALSE,,,,152.8,120,5,292030,265,TRUE,"This game speaks for itself, just buy it.",,Robin Da Hood,,,
,2020-03-05,FALSE,,,,69.3,120,6,292030,10,TRUE,enjoyable storys and fight,,D*ckButt,,,
,2020-03-04,FALSE,,,,111.6,120,7,292030,63,TRUE,11��10��,,88jrv,,,
,2020-03-04,FALSE,,,,89.5,120,8,292030,21,TRUE,This Game is a Must for Every Gamers out there.,7.65612E+16,castino001,,,
,2020-03-04,FALSE,,,,920.3,120,9,292030,20,TRUE,great game,7.65612E+16,tatofaust,,,
,2020-03-04,FALSE,,,,136.9,121,0,292030,23,TRUE,"Amazing Game
Good mechanic
Beautiful Game Scene",,BabyKumonz,,,
,2020-03-04,FALSE,,,,58,121,1,292030,47,TRUE,"This is a lovely game that makes you want to watch the series and read the books of the Witcher Tales. According to gameplay, graphics are really good. Main story is great but playing the dlcs felt like watching a movie. Especially Blood And Wine was breathtaking. The atmosphere of Toussaint is incredible. Best Rpg of the gaming world so far.",7.65612E+16,NeverLoseMT,,,
,2020-03-04,FALSE,,,,159.3,121,2,292030,50,TRUE,Game Of The Year 10/10++,7.65612E+16,Rama_HM1,,,
,2020-03-04,FALSE,,,,62.4,121,3,292030,55,TRUE,"GOTY 2015, what more can i say. BUY THE GAME",,Ghxstfrh,,,
,2020-03-04,FALSE,,,,298.1,121,4,292030,327,TRUE,"Love this game. The developers, designers, and everyone involved created a magnificent master piece.",7.65612E+16,PushingCoconuts,,,
,2020-03-04,FALSE,,,,110,121,5,292030,34,TRUE,do you really need a reason not to buy?,7.65612E+16,NoSoul,,,
,2020-03-04,FALSE,,,,113.4,121,6,292030,59,TRUE,"One of the best games of its decade! Open world, lots of story, engaging combat, and the fun Gwent side game.",7.65612E+16,hetar,,,
,2020-03-04,FALSE,,,,687.1,121,7,292030,30,TRUE,groot game,7.65612E+16,JediMushroomYak,,,
,2020-03-04,FALSE,,,,43.3,121,8,292030,40,TRUE,"From the beginning of the story to the end of it you'll be captivated.
the world and the story are so well done,
you'll love the way of the story telling,
, and even the character you despise you'll love the way you despise these character
----------------------------------------------
It's an action-RPG, you'll need a good PC, you don't need to play the old games and totally worth the time and money",7.65612E+16,Sinlless,,,
,2020-03-04,FALSE,,,,114.6,121,9,292030,124,TRUE,#NAME?,7.65612E+16,WillyMaster69,,,
,2020-03-04,FALSE,,,,369.5,122,0,292030,84,TRUE,Anything I say will just be redundant at this point.  Great story.  Great mechanics.  Great game.   Defines a generation.,,lynchad68,,,
,2020-03-04,FALSE,,,,54.4,122,1,292030,22,TRUE,gud game much fun,7.65612E+16,nelson,,,
,2020-03-04,FALSE,,,,40.2,122,2,292030,14,TRUE,its so good,7.65612E+16,N WORD,,,
,2020-03-04,FALSE,,,,14.3,122,3,292030,12,TRUE,great game a must play,7.65612E+16,deon39367,,,
,2020-03-04,FALSE,,,,6.2,122,4,292030,24,TRUE,"Too good to be true. They don't make them like this anymore. Nuff said. If you like dark rpg element games...this is your golden ticket and so much more. Music, ambience and story is all too rich here.",,Cousin Eddie,,,
,2020-03-04,FALSE,,,,77.9,122,5,292030,136,TRUE,My favorite game of this generation.,7.65612E+16,Dio88,,,
,2020-03-04,FALSE,,,,167.9,122,6,292030,32,TRUE,"Took me 145 hours to complete the main story line, and for being 5 years old the graphics are amazing,  stunning game, with a story line that changes every time depending on what you pick . LOVE it.",,sarasnowling,,,
,2020-03-04,FALSE,,,,97,122,7,292030,62,TRUE,everyone knows this is a good game,,Arex,,,
,2020-03-04,FALSE,,,,115.4,122,8,292030,86,TRUE,si,,McOnha,,,
,2020-03-04,FALSE,,,,140.3,122,9,292030,25,TRUE,this is perfect game,7.65612E+16,AbandonedByGod,,,
,2020-03-04,FALSE,,,,125.1,123,0,292030,24,TRUE,Love this game. Nuff said.,7.65612E+16,bankde003,,,
,2020-03-04,FALSE,,,,71.6,123,1,292030,56,TRUE,Best game I've ever played. Period.,,kapp,,,
,2020-03-04,FALSE,1,,,20.5,123,2,292030,202,FALSE,"I wanted to like this game alot but i find the combat boring and the story kind of lacking. Maybe it's just the hype raising my expectations far too high, but i found myself waiting to see when it was gonna get good. Might give it another try but after 20+ hours i think i've come to my conclusion.",,Papa Grimbo,,,
,2020-03-04,FALSE,,,,90.1,123,3,292030,49,TRUE,Simply amazing. One of the best games I`ve ever played!,7.65612E+16,♛Enemy�?,,,
,2020-03-04,FALSE,,,,302.6,123,4,292030,80,TRUE,Great on every play through,,Deuce,,,
,2020-03-04,FALSE,,,,14.2,123,5,292030,37,TRUE,Satisfied.,,AnesRR,,,
,2020-03-04,FALSE,,,,77.2,123,6,292030,51,TRUE,10��10��,,Brittinyxx,,,
,2020-03-04,FALSE,,,,32.2,123,7,292030,116,TRUE,10/10 Geralt is the Goat. Needs Henry Cavil Graphics update tho.,,Jabba Da Butt,,,
,2020-03-04,FALSE,,,,49.1,123,8,292030,23,TRUE,Just a good overall game. Plenty and rich from all perspectives!,,Azzathoth,,,
,2020-03-04,FALSE,,,,393,123,9,292030,6,TRUE,"Witcher 3: Wild Hunt is an excellent game. The story is great and entertaining. I like that decisions I make determine how the story plays out and ends. The DLCs are both excellent additions to an already awesome game. Of course, there are a few things here and there that can frustrate a player, but it's not enough to annoy. All in all, excellent gameplay, excellent map, excellent quests, excellent story, and excellent characters. Love the game.",7.65612E+16,spicystarfish27,,,
,2020-03-04,FALSE,,,,166.2,124,0,292030,114,TRUE,it has no right being this fun even on repeat playthroughs,7.65612E+16,Randomize,,,
,2020-03-04,FALSE,,,,113.2,124,1,292030,57,TRUE,The most I have enjoyed a game in a long time. Worth every penny.,7.65612E+16,Doof Wagon,,,
,2020-03-04,FALSE,,,,107.4,124,2,292030,111,TRUE,great horse racing game,,BillyTheFridge,,,
,2020-03-04,FALSE,,,,1.3,124,3,292030,55,TRUE,"GOD BLESS CD PROJECKT RED AND GOD BLESS G-FORCE NOW SETİNG İT UP İS A TOTAL BİTCH BUT WORTH İT
10/10 RECOMENDED BOTH OF THİS PRODUCTS GİVE İT A TRY",7.65612E+16,ShovelMan Wepla,,,
,2020-03-04,FALSE,,,,54.5,124,4,292030,13,TRUE,must try,,Moni,,,
,2020-03-04,FALSE,,,,38.5,124,5,292030,9,TRUE,Still amazing in 2020,,Evitta,,,
,2020-03-04,FALSE,,,,22.5,124,6,292030,24,TRUE,Its aight,7.65612E+16,Ehf Wurhd,,,
,2020-03-04,FALSE,,,,62.1,124,7,292030,222,TRUE,of course I recommend,,jugger_ss,,,
,2020-03-04,FALSE,,,,108.4,124,8,292030,58,TRUE,Pretty good,,Tyrrael,,,
,2020-03-04,FALSE,,,,24.2,124,9,292030,252,TRUE,An absolute masterpiece. One of THE RPGs of our time.,7.65612E+16,mailboris,,,
,2020-03-04,FALSE,,,,228.9,125,0,292030,45,TRUE,"Its a Great game, deep story, very heavy combo skill tree, good combat system, Huge map and at  least 100 hours for all things 2 do. i highly reccomened this game, specially for Witcher series fans.",7.65612E+16,Dodge THis,,,
,2020-03-04,FALSE,,,,51.1,125,1,292030,105,TRUE,Really nice story and the gameplay is nice 11/10,,lasiakutevs,,,
,2020-03-04,FALSE,,,,94.1,125,2,292030,133,TRUE,"Awesome game, even my girlfriend likes it",7.65612E+16,Ludaking,,,
,2020-03-04,FALSE,,,,57.6,125,3,292030,98,TRUE,One of the best game ever made,7.65612E+16,Captain Stew,,,
,2020-03-04,FALSE,,,,203.7,125,4,292030,36,TRUE,Its a Great Game i love it.,7.65612E+16,dragon-lupus,,,
,2020-03-04,FALSE,,,,16.6,125,5,292030,50,TRUE,One of the best games ever,7.65612E+16,As if,,,
,2020-03-04,FALSE,,,,45.1,125,6,292030,14,TRUE,"Awesome, well rounded game. What's most fun is that you can go from war-zones to castles, killing monsters and playing a round of cards. It is well made with beautiful graphics, and has an endless amount of varied side-quests.",7.65612E+16,Rusty,,,
,2020-03-04,FALSE,,,,88.9,125,7,292030,58,TRUE,Witcher 3 in itself is outstanding,7.65612E+16,WindGoddess,,,
,2020-03-04,FALSE,,,,99.4,125,8,292030,1073,TRUE,­,,Lucasones,,,
,2020-03-04,FALSE,,,,171,125,9,292030,25,TRUE,Best game ever made,7.65612E+16,Jadorsin,,,
,2020-03-04,FALSE,,,,69.3,126,0,292030,28,TRUE,Just one word....... LEGENDARY............,,FallenEagle47,,,
,2020-03-04,FALSE,,,,236.9,126,1,292030,17,TRUE,"One of the best games overall, but combat may be a turn off for some players.",7.65612E+16,Zhagan,,,
,2020-03-04,FALSE,,,,106.3,126,2,292030,15,TRUE,Amazing game with a really intricate story. loved it.,7.65612E+16,tec9,,,
,2020-03-04,FALSE,,,,339.2,126,3,292030,275,TRUE,"@300 hours and I still have a dozen or more treasure hunts, the very last quest of the main plot, lord knows how many waypoints to uncover in just about every area still and the entirety of Blood and Wine to complete. I'm not at all tired of the game yet and in fact, I'm already looking forward to my second play through. I didn't play the first two games, haven't watched the show or read the books, but I've been able to keep up with the story well enough. There is just endless amounts of dialog (most is optional) and lore books to go through to get you up to speed.
Owned the game for years and never played because I didn't own a controller. I truly believe the game is unplayable with a mouse and keyboard. Controls took a little bit to get the hang of as well because there is a lot to do, but after the first 40 hours or so it felt natural.
I play on a pretty low end computer so I experience quite a few graphic glitches here and there, models T-posing or spinning or whatever, but nothing game breaking so far.
Those are the only two negative things I have to say about the game and honestly, it has more to do with my own hardware than the game itself. I'm really tempted to buy the game for the Switch since it has save transfer. I'm not going to go over all the good things in the game because I'm sure it's all been said before. 10/10",7.65612E+16,Nommers,,,
,2020-03-04,FALSE,,,,147,126,4,292030,18,TRUE,very naice,7.65612E+16,Amatsuka Moe,,,
,2020-03-04,FALSE,,,,10.4,126,5,292030,31,TRUE,amazing game,,CommunismRules,,,
,2020-03-04,FALSE,,,,178.7,126,6,292030,91,TRUE,Great game,7.65612E+16,The Hirt Locker,,,
Product received for free,2020-03-04,FALSE,,,,6.2,126,7,292030,148,FALSE,yes,,korosi,,,
,2020-03-04,FALSE,,,,79.9,126,8,292030,28,TRUE,i'm speechless,,SoapNBanana,,,
,2020-03-04,FALSE,,,,100.1,126,9,292030,144,TRUE,"What should I say?
Great game!
Normally I write more but there´s nothing I want to say exept that I recommend this game everyone who likes RPGs and good storys.",7.65612E+16,just Evolution,,,
,2020-03-04,FALSE,,,,453.5,127,0,292030,150,TRUE,One of the best games I have ever played.,7.65612E+16,Viking,,,
,2020-03-04,FALSE,,,,55.1,127,1,292030,40,TRUE,"I only got to finish this masterpiece recently, it's one of, if not, the best RPGs from the last 10 years. I have only spent 55 hours into it thus far, as I've kinda rushed through it but I will re-play it and I will try to not rush things this time.
Go buy it. Right now.",,cf,,,
,2020-03-04,FALSE,,,,59,127,2,292030,8,TRUE,Damn just goddamn noice,7.65612E+16,Yura,,,
,2020-03-04,FALSE,,,,62.8,127,3,292030,39,TRUE,"I finally put the baby in the oven, this is the true ending",,TheAce.,,,
,2020-03-04,FALSE,,,,63.2,127,4,292030,10,TRUE,"Aside from some bugs still happening in 2020, this game still rocks.",,siegmeister2015,,,
,2020-03-04,FALSE,,,,2547.6,127,5,292030,18,TRUE,Game of the Generation. 'Nuff said.,7.65612E+16,Androphagous,,,
,2020-03-04,FALSE,,,,9,127,6,292030,2,TRUE,the /best,7.65612E+16,GoD_daMn_HeRo,,,
,2020-03-04,FALSE,,,,118.7,127,7,292030,12,TRUE,"This is a fantastic game, I was in love with Skyrim when my husband introduced me to this, and it scratches that itch so good, and I highly recommend it.",7.65612E+16,InvaderCorgi,,,
,2020-03-04,FALSE,,,,174.3,127,8,292030,61,TRUE,"You play as witch gerral, its fun!!!!",,Jambo Cambo,,,
,2020-03-04,FALSE,,,,63.7,127,9,292030,63,TRUE,"best game I played, and at the end it left a hole in my heart that nothing can fill",,Krivis,,,
,2020-03-04,FALSE,,,,16.9,128,0,292030,56,TRUE,"i'll edit this later
So far so good 10/10
LELELELELELELE",,Fancyna,,,
,2020-03-04,FALSE,,,,60.9,128,1,292030,18,TRUE,"I like the Game Play and the Quests, Witcher 3: Wild Hunt, im glad i bought this",,Jun,,,
,2020-03-04,FALSE,,,,256.5,128,2,292030,223,TRUE,"Hours of amazing gameplay, rich story, and fun monster chopping action!",7.65612E+16,T0rch702,,,
,2020-03-04,FALSE,,,,176,128,3,292030,191,TRUE,"You all know why I gave this game a positive review, IT'S THE WITCHER 3! Enough has been said. But to explain why I give this a positive review should be quite clear. This game is ages ahead everyone else when it comes to being a good RPG, the characters are all amazingly well made and have depth something Fallout 4 lacked.
The open world is vast, almost too big and leaves a lot of options and side content to explore not related to the main story. The world is fleshed out with encounters and Witcher contracts for you to take to play the part of a Witcher and truly feel how it is to be one. The dialogue is good and straight to the point, something Mass Effect Andromeda lacked with their 3 year old dialogue.
The combat is decent and almost downright great, the only thing holding it back is that you get stuck in a habit of using ""quen"" and just going in and hitting ♥♥♥♥ if you play a particular playstyle, the game doesn't really try to help players play in a more diverse playstyle which I think can make combat repetetitive but this is still incomparably good to Skyrim's appalling combat.
So all in all this game is a near perfect mix of all components that make up an RPG and that is why it is still the best 5 years after it's release. Thank you for reading.",7.65612E+16,Autismoos Maximoos,,,
,2020-03-04,FALSE,,,,97.5,128,4,292030,24,TRUE,It's OK,7.65612E+16,Kungocan,,,
,2020-03-04,FALSE,,,,269.7,128,5,292030,36,TRUE,Best rpg.,7.65612E+16,mumumecoocoo,,,
,2020-03-04,FALSE,,,,52.2,128,6,292030,7,TRUE,the story in this game is so ♥♥♥♥ing good,,PhD in Headshot,,,
,2020-03-04,FALSE,,,,146.6,128,7,292030,494,TRUE,"one of the greatest RPG's I've ever played.
not a very controversial opinion obviously.
Excellent and engaging stories, interesting lore, fun roleplaying and dialogue options. Choices actually matter.
Good ♥♥♥♥ but kinda overrated, see below.
Definitely many issues however:
-combat is a ♥♥♥♥ for like 70% of game (crossbow, enemy stun moves, combat movespeed, cant jump in combat and arachnomorphs good examples)
-storytelling in certain areas is a ♥♥♥♥ (railroaded shani romance, lack of clues for good ending in blood n wine and white frost are good examples)
-game sometimes struggles to reconcile the books and its own canon, Ciri-Avallach is a good example
- Triss's character totally made up to try and make it so she 'competes' with yennefer for game purposes
- NG+ boring as heck
All in all extremely good game, but not the best rpg of all time like some people argue.
Just play the damn thing either way.",7.65612E+16,SuperNova,,,
,2020-03-03,FALSE,,,,50.3,128,8,292030,131,TRUE,Awesome game. Best RPG of its era. Now even better with crossaves with the switch console,7.65612E+16,Coryus,,,
,2020-03-03,FALSE,,,,19.2,128,9,292030,43,TRUE,An amazing game!!!,7.65612E+16,markmcpikejr,,,
,2020-03-03,FALSE,,,,83.5,129,0,292030,43,TRUE,amazing game,,Linus,,,
,2020-03-03,FALSE,,,,46.9,129,1,292030,11,TRUE,sex,7.65612E+16,Desch's Harvest,,,
,2020-03-03,FALSE,,,,26.6,129,2,292030,118,TRUE,it is good,7.65612E+16,Alex Jones,,,
,2020-03-03,FALSE,2,,,34.2,129,3,292030,143,FALSE,broken,,terkmerk,,,
,2020-03-03,FALSE,,,,123.2,129,4,292030,54,TRUE,It's Witcher 3 do I really have to say anything,,Heavyweapons Guy�?,,,
,2020-03-03,FALSE,,,,98.5,129,5,292030,126,TRUE,Really good. There's ♥♥♥♥ as a bonus.,,✧VoreQor�?,,,
,2020-03-03,FALSE,1,,,14.5,129,6,292030,5,FALSE,ive got a 5000 dollar laptop with the top of the line everything and this game has the slowest responses the clicking doesnt even follow. i cant even slash fast enough or block fast enough. spells dont cast fast enough it gives almost zero direction on how to operate controls when in combat. ive been playing games since counter strike 1.5 and this is the worst game ive ever played.,7.65612E+16,R.Zie3,,,
,2020-03-03,FALSE,,,,374,129,7,292030,16,TRUE,Best story driven open world game i've played ever.,7.65612E+16,Thundertaker,,,
,2020-03-03,FALSE,,,,44.8,129,8,292030,75,TRUE,ebst gme e4ver,,ANDIE,,,
,2020-03-03,FALSE,,,,51.3,129,9,292030,106,TRUE,is pretty good,,乇乂ㄒ尺�?ㄒ卄丨匚�?,,,
,2020-03-03,FALSE,,,,103.1,130,0,292030,258,TRUE,"I just want to finally post a review and say ""thank you"" to CD Projekt Red for the incredible journey these past years. I beat both Witcher 1 and 2 and now at Blood and Wine and grew so attached to the story and characters. This was one epic journey I will never forget. Thank you again.",,Downey Jr,,,
,2020-03-03,FALSE,,,,4.9,130,1,292030,13,TRUE,"The best story of any game, it's worth every penny",,Lystrix,,,
,2020-03-03,FALSE,,,,130.5,130,2,292030,4,TRUE,Great game. Bit of a slow start but more than worth it when you get to the meat of the game.,7.65612E+16,henrik_stokkeland,,,
,2020-03-03,FALSE,,,,119.1,130,3,292030,5,TRUE,"Great game, rich story. Tons of content. Immersive world. What's not to like?",7.65612E+16,Xpyre,,,
,2020-03-03,FALSE,,,,113,130,4,292030,49,TRUE,"one of the best games ever made
a genre-defining masterpiece that deserve every bit of praise it got and more",,Sgt.Krimz,,,
,2020-03-03,FALSE,,,,170,130,5,292030,72,TRUE,"Just do yourself a favor, and play this game",,The_Azianator,,,
,2020-03-03,FALSE,,,,94.3,130,6,292030,5,TRUE,Best RPG game too date,7.65612E+16,dmantunes25,,,
,2020-03-03,FALSE,,,,121.8,130,7,292030,146,TRUE,"This game is huge. I mean, I've been playing this game for... I don't even know how long, but it's been well over a year... and I still feel like I'm only scratching the surface. There's always more to do. I actually would prefer a smaller, shorter game. I say that because I know that, when (or ""if"") I finally finish the game, I'll feel like there's probably a ton of stuff that I missed. I would prefer to see everything in a game. It's like ordering a massive buffet to only eat small portions of a few items. You'll never get to experience it all. Even though this is an open-sandbox type of game, it doesn't quite feel as loose and free as Skyrim. And, since the character is assigned to you, you don't quite get the feeling like he is YOUR creation like you get from Skyrim. But the combat here is better than Skyrim. And, usually you don't have as much trouble walking uphill as in Skyrim. This is much more story-driven, and less ""be whatever you want to be"" than Skyrim. The crafting in Witcher 3 seems often too little, too late, as I've usually found better items by the time I'm allowed to craft an equipment piece. There seems to be an emphasis on potions that I really don't want to bother with unless I absolutely have to. Overall, this is a better and more refined game than Skyrim, but I miss the feeling of complete freedom that Skyrim brings. If you like sword and sorcery fantasy types of games, and were wondering whether this was worth buying or not, the answer is definitely ""Yes! It's worth buying and playing!""",7.65612E+16,immyone,,,
,2020-03-03,FALSE,,,,87.1,130,8,292030,68,TRUE,One of The Best rpg Game Ever!,7.65612E+16,「Blank�?,,,
,2020-03-03,FALSE,,,,217.9,130,9,292030,151,TRUE,kinda good,7.65612E+16,yami,,,
,2020-03-03,FALSE,,,,162.2,131,0,292030,10,TRUE,Best game ever!,,Shadow Sphynx,,,
,2020-03-03,FALSE,,,,317.5,131,1,292030,33,TRUE,The fighting isn't great compare to other high titles out there but the story writing is top notch.,7.65612E+16,kirbysbankai,,,
,2020-03-03,FALSE,,,,97.6,131,2,292030,94,TRUE,deeecent pal!,,Tanye,,,
,2020-03-03,FALSE,,,,55.2,131,3,292030,63,TRUE,"Brilliant immersive world, engaging combat and wonderfully voice acted - losing days in this game",7.65612E+16,gandy.jay7,,,
,2020-03-03,FALSE,,,,72.8,131,4,292030,77,TRUE,dopety nope,,SenpaisCreamPie,,,
,2020-03-03,FALSE,,,,262.8,131,5,292030,328,TRUE,One of the best RPG in history.,7.65612E+16,Мумия [RU],,,
,2020-03-03,FALSE,,,,29.8,131,6,292030,405,TRUE,^^,7.65612E+16,BooGie,,,
,2020-03-03,FALSE,,,,141.9,131,7,292030,54,TRUE,"Simply great. Many hours of enjoyment from the base game +dlc at a very modest price for what you get, a vast and detailed world and story. Possibly one of the best single player experiences if you are into this kind of game.",7.65612E+16,Phillip713,,,
,2020-03-03,FALSE,,,,306.6,131,8,292030,25,TRUE,"Good Story. Some side quests as good as main quest.  Rich lush world to explore with surprises that reward your exploration.  This open world as different environments and landscape to explore, in cities and the outside.  Well thought out characters.  Game is good on its own but is enjoyable by reading the novels based on this fiction and playing WItcher 1 and 2.  Good playibility and replayibilty.  I find it to be the ultimate RPG experience.",7.65612E+16,warriorlotdk,,,
,2020-03-03,FALSE,,,,192.9,131,9,292030,140,TRUE,"One of the best games I've ever played hands down. Total game time ~186 hours. Total game time includes doing essentially everything, except gwent (not a card game guy, sorry), and all the points of interest in skellige (the smuggler caches that is). I bought this game in 2018, during a winter sale for roughly $35 (it included everything, dlc, outfits, etc.), and put about 30 hours into from the start. At that point I realized how much of an investment this game really was (considering I did just about everything in white orchard, and only a little bit in Velen), it was too overwhelming to be honest, so I put the game off for a few years until I felt the need to come back and give another go. I'm 100% glad I did. I would pay $180 for this game, since it provided me with that much content. I almost feel like I cheated the developers for only paying the amount I did.",,Crambo,,,
,2020-03-03,FALSE,,,,120.4,132,0,292030,5,TRUE,"Game of the Decade by IGN and the fans, several awards and a PC gamer's paradise. What else do you want ?",,Viukus,,,
,2020-03-03,FALSE,,,,70.5,132,1,292030,6,TRUE,awesome,,tanjoe,,,
,2020-03-03,FALSE,,,,262.6,132,2,292030,32,TRUE,"I love this game....
down side:    i wish i could use console commands with GeFroceNow, maybe they will update it!",7.65612E+16,TeddyJams,,,
,2020-03-03,FALSE,,,,125.9,132,3,292030,110,TRUE,"It's a horrible game to get into just before exams, because it's hard to stop playing and start studying.
I'm usually not one for open world games and even less open world RPGs. I often feel like (in other similar games) the side quests are repetative time fillers that don't add to the game except add some more time, and a ton of time is usually spent on just travelling instead of playing.
This can't be said about The Witcher 3. It's an immersive world where each quest is different. The stories are interesting and the gameplay is too. Instead of being a distraction, the side quests and contracts make sense as part of the story, they help build the characters and motivations and the world they inhabit. Never does it feel like a generic time filler.
I took a long time to give this game a chance because I've not been a fan of similar games in the past but my only three regrets are that I waited this long, that I started it when I was supposed to be studying, and that I'm not playing it on a more proper machine where I could enjoy the graphics more.",,nivkaha,,,
,2020-03-03,FALSE,,,,154.9,132,4,292030,26,TRUE,Great story,7.65612E+16,shmack,,,
,2020-03-03,FALSE,,,,147.7,132,5,292030,235,TRUE,145 hours and not nearly beaten. Mods is life.,7.65612E+16,ToxicBobo,,,
,2020-03-03,FALSE,,,,39.7,132,6,292030,125,TRUE,No words can describe how great this game is.,7.65612E+16,Ibuprofen,,,
,2020-03-03,FALSE,,,,55.3,132,7,292030,29,TRUE,Amazing plot and gameplay.  Truly a work of art. Best video game I've ever played,7.65612E+16,gardenspadejoe,,,
,2020-03-03,FALSE,,,,22.4,132,8,292030,82,TRUE,the game is good.,,Bilbo,,,
,2020-03-03,FALSE,,,,89.3,132,9,292030,54,TRUE,the praise is legit,7.65612E+16,TKM,,,
,2020-03-03,FALSE,,,,348.5,133,0,292030,46,TRUE,#NAME?,,Owl,,,
,2020-03-03,FALSE,,,,9.9,133,1,292030,43,TRUE,yes,,plavic,,,
,2020-03-03,FALSE,,,,294.7,133,2,292030,22,TRUE,just so good,7.65612E+16,raraks,,,
,2020-03-03,FALSE,,,,59.9,133,3,292030,33,TRUE,One word: ♥♥♥♥ing awesome. except it wasn't one word... that's how awesome this game is.,7.65612E+16,Cobra Commander,,,
,2020-03-03,FALSE,,,,262.7,133,4,292030,92,TRUE,"I don't usually take my time to review games, but when I do, I make sure they are masterpieces.",,Fragger111,,,
,2020-03-03,FALSE,,,,248.2,133,5,292030,18,TRUE,Best RPG Game ever,7.65612E+16,DEXTER,,,
,2020-03-03,FALSE,,,,1000.8,133,6,292030,12,TRUE,Overall is a good game. I hope the following witcher game is about ciri. after cyperbunk 2077,7.65612E+16,chevrolet80,,,
,2020-03-03,FALSE,,,,35.8,133,7,292030,20,TRUE,best story i have even seen in a game,,Matin786,,,
,2020-03-03,FALSE,,,,97.4,133,8,292030,9,TRUE,wonderful,,Arawn19,,,
,2020-03-03,FALSE,,,,38.3,133,9,292030,12,TRUE,"Nothing wrong about it.
One of the best game ever!! I take my time to do all side quests. The game should last long.
I use Geforce Now on my macbook. No input lag so far. Great experience.",7.65612E+16,highway,,,
,2020-03-03,FALSE,,,,123.4,134,0,292030,4,TRUE,nice,7.65612E+16,Aleister,,,
,2020-03-03,FALSE,,,,10.4,134,1,292030,52,TRUE,"Open world as frick.
Great graphics.
Lovable combat system.",,Lil Nas XD,,,
,2020-03-03,FALSE,,,,62.6,134,2,292030,15,TRUE,One of the Best games I ever Ppayed.,7.65612E+16,10K,,,
,2020-03-03,FALSE,,,,187.5,134,3,292030,5,TRUE,This is really an epic one,7.65612E+16,BigJ,,,
,2020-03-03,FALSE,,,,288.7,134,4,292030,215,TRUE,,,Kristian,,,
,2020-03-03,FALSE,,,,31,134,5,292030,31,TRUE,immersive and great fun to play,7.65612E+16,SnailWraith,,,
,2020-03-03,FALSE,,,,67.6,134,6,292030,21,TRUE,ai laik dis feri mach,,YaBoiAlip,,,
,2020-03-03,FALSE,,,,126.4,134,7,292030,24,TRUE,GOAT,7.65612E+16,xdJerome,,,
,2020-03-03,FALSE,,,,35.6,134,8,292030,5,TRUE,"Very skeptic about this game at first, changed my mind completely. Literally the best game I have ever played in over 20 years.",7.65612E+16,,,,
,2020-03-03,FALSE,,,,260.4,134,9,292030,19,TRUE,who knew there's a whole rpg around Gwent?,,しんたわ�?,,,
